league,first,trophySelector,colour,sport,championship,trophy,month,nextStep,prevStep,whereToNext,whereToPrev,yearFirst,year,number,date,note,t1,t1loc,t1coord,t2,t2loc,t2coord,t3,t3loc,t3coord,t4,t4loc,t4coord
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step330,step322,348,265,,1957,323,3/1/1957,,University of North Carolina,"Chapel Hill, North Carolina","[-79.0558445, 35.9131996]",University of Kansas,"Lawrence, Kansas","[-95.2352501, 38.9716689]",University of San Francisco,"San Francisco, California","[-122.4194155, 37.7749295]",Michigan State University,"East Lansing, Michigan","[-84.4838654, 42.7369792]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step330,step322,348,265,,1957,324,4/1/1957,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Minneapolis Lakers,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Syracuse Nationals,"Syracuse, New York","[-76.1474243999999, 43.0481221]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step330,step322,348,265,,1957,325,4/1/1957,,Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New York Rangers,"New York, New York","[-74.0059728, 40.7127753]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step330,step322,348,265,,1957,326,6/1/1957,,University of California,"Berkeley, California","[-122.272747, 37.8715926]",Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",Iowa State University,"Ames, Iowa","[-93.6319130999999, 42.0307812]",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step330,step322,348,265,,1957,327,10/1/1957,,Milwaukee Brewers,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",St Louis Cardinals,"St Louis, Missouri","[-90.1994041999999, 38.6270025]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step330,step322,348,265,,1957,328,11/1/1957,,Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step330,step322,348,265,,1957,329,12/1/1957,,Detroit Lions,"Detroit, Michigan","[-83.0457538, 42.331427]",Cleveland Browns,"Cleveland, Ohio","[-81.6943605, 41.49932]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step339,step322,348,265,1958,1958,330,1/1/1958,"FWAA, UPI, AP",Auburn University,"Auburn, Alabama","[-85.4807824999999, 32.6098566]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step339,step330,348,265,,1958,331,1/1/1958,"FWAA, UPI, AP",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step339,step330,348,265,,1958,332,3/1/1958,,University of Kentucky,"Lexington, Kentucky","[-84.5037164, 38.0405837]",University of Seattle,"Seattle, Washington","[-122.3320708, 47.6062095]",Temple University,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Kansas State University,"Manhattan, Kansas","[-96.6899444, 39.168205]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step339,step330,348,265,,1958,333,4/1/1958,,St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Philadelphia Warriors,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step339,step330,348,265,,1958,334,4/1/1958,,Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",New York Rangers,"New York, New York","[-74.0059728, 40.7127753]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step339,step330,348,265,,1958,335,6/1/1958,,University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]",University of Missouri,"Columbia, Missouri","[-92.3340724, 38.9517053]",Western Michigan University,"Kalamazoo, Michigan","[-85.5872286, 42.2917069]",Holy Cross University,"Worcester, Massachusetts","[-71.8022934, 42.2625932]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step339,step330,348,265,,1958,336,10/1/1958,,New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Milwaukee Braves,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step339,step330,348,265,,1958,337,11/1/1958,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step339,step330,348,265,,1958,338,12/1/1958,,Baltimore Colts,"Baltimore, Maryland","[-76.6121893, 39.2903848]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step348,step330,348,265,1959,1959,339,1/1/1959,"AP, UPI, FWAA",University of Iowa,"Iowa City, Iowa","[-91.5301683, 41.6611277]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step348,step339,348,265,,1959,340,1/1/1959,"AP, UPI, FWAA",Louisiana State University,"Baton Rouge, Louisiana","[-91.1871465999999, 30.4514677]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step348,step339,348,265,,1959,341,3/1/1959,,University of California,"Berkeley, California","[-122.272747, 37.8715926]",West Virginia University,"Morgantown, West Virginia","[-79.9558967999999, 39.629526]",University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",University of Louisville,"Louisville, Kentucky","[-85.7584557, 38.2526647]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step348,step339,348,265,,1959,342,4/1/1959,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Minneapolis Lakers,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Syracuse Nationals,"Syracuse, New York","[-76.1474243999999, 43.0481221]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step348,step339,348,265,,1959,343,4/1/1959,,Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Boston Bruins,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step348,step339,348,265,,1959,344,6/1/1959,,Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]",University of Arizona,"Tucson, Arizona","[-110.9747108, 32.2226066]",Penn State University,"Centre Country, Pennsylvania","[-77.8367282, 40.8765649]",Fresno State,"Fresno, California","[-119.7871247, 36.7377981]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step348,step339,348,265,,1959,345,10/1/1959,,Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Cleveland Indians,"Cleveland, Ohio","[-81.6943605, 41.49932]",Milwaukee Braves,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step348,step339,348,265,,1959,346,11/1/1959,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step348,step339,348,265,,1959,347,12/1/1959,,Baltimore Colts,"Baltimore, Maryland","[-76.6121893, 39.2903848]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step356,step339,434,348,1960,1960,348,1/1/1960,"AP, FWAA, NFF, UPI",Syracuse University,"Syracuse, New York","[-76.1474243999999, 43.0481221]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step356,step348,434,348,,1960,349,3/1/1960,,Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",University of California,"Berkeley, California","[-122.272747, 37.8715926]",University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",New York University,"New York, New York","[-74.0059728, 40.7127753]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step356,step348,434,348,,1960,350,4/1/1960,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Minneapolis Lakers,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Philadelphia Warriors,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step356,step348,434,348,,1960,351,4/1/1960,,Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]",Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step356,step348,434,348,,1960,352,6/1/1960,,University of Minnesota,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]",University of Arizona,"Tucson, Arizona","[-110.9747108, 32.2226066]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step356,step348,434,348,,1960,353,10/1/1960,,Pittsburgh Pirates,"Pittsburgh, Pennsylvania","[-79.9958864, 40.4406247999999]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Baltimore Orioles,"Baltimore, Maryland","[-76.6121893, 39.2903848]",Milwaukee Braves,"Milwaukee, Wisconsin","[-87.9064736, 43.0389025]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step356,step348,434,348,,1960,354,11/1/1960,,Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]",Edmonton Eskimos,"Edmonton, Alberta","[-113.4909267, 53.544389]",Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step356,step348,434,348,,1960,355,12/1/1960,,Philadelphia Eagles,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]",Green Bay Packers,"Green Bay, Wisconsin","[-88.0132958, 44.5133188]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step365,step348,434,348,1961,1961,356,1/1/1961,"AP, NFF, UPI, FWAA",University of Minnesota,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step365,step356,434,348,,1961,357,1/1/1961,"AP, NFF, UPI, FWAA",University of Mississippi,"Oxford, Mississippi","[-89.5192484, 34.3664951]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step365,step356,434,348,,1961,358,3/1/1961,,University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",,,,University of Utah,"Salt Lake City, Utah","[-111.8910474, 40.7607793]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step365,step356,434,348,,1961,359,4/1/1961,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Syracuse Nationals,"Syracuse, New York","[-76.1474243999999, 43.0481221]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step365,step356,434,348,,1961,360,4/1/1961,,Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step365,step356,434,348,,1961,361,6/1/1961,,University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]",Oklahoma State University,"Stillwater, Oklahoma","[-97.0583681, 36.1156071]",Syracuse University,"Syracuse, New York","[-76.1474243999999, 43.0481221]",Boston College,"Newton, Massachusetts","[-71.2092213999999, 42.3370413]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step365,step356,434,348,,1961,362,10/1/1961,,New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Cincinnati Reds,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Detroit Tigers,"Detroit, Michigan","[-83.0457538, 42.331427]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step365,step356,434,348,,1961,363,12/1/1961,,Green Bay Packers,"Green Bay, Wisconsin","[-88.0132958, 44.5133188]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",,,,,,
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,December,step365,step356,434,348,,1961,364,12/1/1961,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Toronto Argonauts,"Toronto, Ontario","[-79.3831843, 43.653226]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step374,step356,434,348,1962,1962,365,1/1/1962,"AP, NFF, UPI, FWAA",University of Alabama,"Tuscaloosa, Alabama","[-87.5691734999999, 33.2098407]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step374,step365,434,348,,1962,366,1/1/1962,"AP, NFF, UPI, FWAA",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step374,step365,434,348,,1962,367,3/1/1962,,University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Ohio State University,"Columbus, Ohio","[-82.9987941999999, 39.9611755]",Wake Forest University,"Winston-Salem, North Carolina","[-80.244216, 36.0998595999999]",University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step374,step365,434,348,,1962,368,4/1/1962,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",Detroit Pistons,"Detroit, Michigan","[-83.0457538, 42.331427]",Philadelphia 76ers,"Philadelphia, Pennsylvania","[-75.1652215, 39.9525839]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step374,step365,434,348,,1962,369,4/1/1962,,Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",New York Rangers,"New York, New York","[-74.0059728, 40.7127753]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step374,step365,434,348,,1962,370,6/1/1962,,University of Michigan,"Ann Arbor, Michigan","[-83.7430378, 42.2808256]",Santa Clara University,"Santa Clara, California","[-121.9552356, 37.3541079]",Florida State University,"Tallahassee, Florida","[-84.2807328999999, 30.4382559]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step374,step365,434,348,,1962,371,10/1/1962,,New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",San Francisco Giants,"San Francisco, California","[-122.4194155, 37.7749295]",Minnesota Twins,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step374,step365,434,348,,1962,372,12/1/1962,,Green Bay Packers,"Green Bay, Wisconsin","[-88.0132958, 44.5133188]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",,,,,,
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,December,step374,step365,434,348,,1962,373,12/1/1962,,Winnipeg Blue Bombers,"Winnipeg, Manitoba","[-97.1383743999999, 49.895136]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Montreal Alouettes,"Montreal, Quebec","[-73.567256, 45.5016889]"
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step382,step365,434,348,1963,1963,374,1/1/1963,"AP, FWAA, NFF, UPI",University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step382,step374,434,348,,1963,375,3/1/1963,,Loyola-Chicago,"Chicago, Illinois","[-87.6297982, 41.8781136]",University of Cincinnati,"Cincinnati, Ohio","[-84.5120196, 39.1031182]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",Oregon State University,"Corvallis, Oregon","[-123.2620435, 44.5645659]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step382,step374,434,348,,1963,376,4/1/1963,,Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,NBA Finals Trophy,April,step382,step374,434,348,,1963,377,4/1/1963,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",Los Angeles Lakers,"Los Angeles, California","[-118.2436849, 34.0522342]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Cincinnati Royals,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step382,step374,434,348,,1963,378,6/1/1963,,University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]",University of Arizona,"Tucson, Arizona","[-110.9747108, 32.2226066]",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",University of Missouri,"Columbia, Missouri","[-92.3340724, 38.9517053]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step382,step374,434,348,,1963,379,10/1/1963,,Los Angeles Dodgers,"Los Angeles, California","[-118.2436849, 34.0522342]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",St Louis Cardinals,"St Louis, Missouri","[-90.1994041999999, 38.6270025]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step382,step374,434,348,,1963,380,11/1/1963,,Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Saskatchewan Roughriders,"Regina, Saskatchewan","[-104.6188943, 50.4452112]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step382,step374,434,348,,1963,381,12/1/1963,,Chicago Bears,"Chicago, Illinois","[-87.6297982, 41.8781136]",New York Giants,"New York, New York","[-74.0059728, 40.7127753]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step390,step374,434,348,1964,1964,382,1/1/1964,"AP, FWAA, NFF, UPI",University of Texas,"Austin, Texas","[-97.7430608, 30.267153]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step390,step382,434,348,,1964,383,3/1/1964,,University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",Duke University,"Durham, North Carolina","[-78.898619, 35.9940329]",University of Michigan,"Ann Arbor, Michigan","[-83.7430378, 42.2808256]",Kansas State University,"Manhattan, Kansas","[-96.6899444, 39.168205]"
NHL,FALSE,trophy-NHL,#bf5b17,ice_hockey,Stanley Cup,Stanley Cup,April,step390,step382,434,348,,1964,384,4/1/1964,,Toronto Maple Leafs,"Toronto, Ontario","[-79.3831843, 43.653226]",Detroit Red Wings,"Detroit, Michigan","[-83.0457538, 42.331427]",Chicago Black Hawks,"Chicago, Illinois","[-87.6297982, 41.8781136]",Montreal Canadiens,"Montreal, Quebec","[-73.567256, 45.5016889]"
NBA,FALSE,trophy-NBA,#ffff99,basketball,NBA Championship,Walter A. Brown Trophy,April,step390,step382,434,348,,1964,385,4/1/1964,,Boston Celtics,"Boston, Massachusetts","[-71.0588801, 42.3600825]",San Francisco Warriors,"San Francisco, California","[-122.4194155, 37.7749295]",St Louis Hawks,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",Cincinnati Royals,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
NCAA D1 - Men,FALSE,trophy-baseball-m,#386cb0,baseball-men,College World Series,,June,step390,step382,434,348,,1964,386,6/1/1964,,University of Minnesota,"Minneapolis, Minnesota","[-93.2650108, 44.977753]",University of Missouri,"Columbia, Missouri","[-92.3340724, 38.9517053]",University of Maine,"Orono, Maine","[-68.6719411, 44.8831125]",University of Southern California,"Los Angeles, California","[-118.2436849, 34.0522342]"
MLB,FALSE,trophy-MLB,#beaed4,baseball,world series,Commissioner's Trophy,October,step390,step382,434,348,,1964,387,10/1/1964,,St Louis Cardinals,"St Louis, Missouri","[-90.1994041999999, 38.6270025]",New York Yankees,"New York, New York","[-74.0059728, 40.7127753]",Chicago White Sox,"Chicago, Illinois","[-87.6297982, 41.8781136]",Cincinnati Reds,"Cincinnati, Ohio","[-84.5120196, 39.1031182]"
CFL,FALSE,trophy-CFL,#7fc97f,canadian_football,Grey Cup,Grey Cup,November,step390,step382,434,348,,1964,388,11/1/1964,,BC Lions,"Vancouver, British Columbia","[-123.1207375, 49.2827291]",Hamilton Tiger-Cats,"Hamilton, Ontario","[-79.8711024, 43.2557206]",Calgary Stampeders,"Calgary, Alberta","[-114.0708459, 51.0486151]",Ottawa Rough Riders,"Ottawa, Ontario","[-75.6971930999999, 45.4215296]"
NFL,FALSE,trophy-NFL,#f0027f,american_football,NFL Champions,,December,step390,step382,434,348,,1964,389,12/1/1964,,Cleveland Browns,"Cleveland, Ohio","[-81.6943605, 41.49932]",Baltimore Colts,"Baltimore, Maryland","[-76.6121893, 39.2903848]",,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step400,step382,434,348,1965,1965,390,1/1/1965,"AP, UPI, FWAA, NFF",University of Arkansas,"Fayetteville, Arkansas","[-94.1718542, 36.082156]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step400,step390,434,348,,1965,391,1/1/1965,"AP, UPI, FWAA, NFF",University of Alabama,"Tuscaloosa, Alabama","[-87.5691734999999, 33.2098407]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-football-m,#386cb0,american_football-men,FBS,,January,step400,step390,434,348,,1965,392,1/1/1965,"AP, UPI, FWAA, NFF",University of Notre Dame,"Notre Dame, Indiana","[-86.2379328, 41.7001908]",,,,,,,,,
NCAA D1 - Men,FALSE,trophy-basketball-m,#386cb0,basketball-men,NCAA Division I Men's Basketball Tournament,NCAA National Championship Trophy,March,step400,step390,434,348,,1965,393,3/1/1965,,University of California-Los Angeles,"Los Angeles, California","[-118.2436849, 34.0522342]",University of Michigan,"Ann Arbor, Michigan","[-83.7430378, 42.2808256]",Princeton University,"Princeton, New Jersey","[-74.6672226, 40.3572976]",Wichita State University,"Wichita, Kansas","[-97.3300529999999, 37.6871760999999]"
