tweet_number,created_at,timestamp,text
359,3/31/2017 21:31:44,3/31/2017 17:31:44,We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1
360,4/1/2017 12:43:32,4/1/2017 8:43:32,When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?
361,4/1/2017 13:02:32,4/1/2017 9:02:32,"It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!"
362,4/1/2017 15:59:36,4/1/2017 11:59:36,"The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to.."
363,4/1/2017 16:06:14,4/1/2017 12:06:14,"...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems."
364,4/1/2017 16:50:36,4/1/2017 12:50:36,"Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked...."
365,4/1/2017 17:02:29,4/1/2017 13:02:29,"..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S."
366,4/1/2017 22:21:02,4/1/2017 18:21:02,Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7
367,4/2/2017 12:56:49,4/2/2017 8:56:49,Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!
368,4/2/2017 13:03:43,4/2/2017 9:03:43,"Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck."
369,4/2/2017 13:34:16,4/2/2017 9:34:16,The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.
370,4/3/2017 0:58:29,4/2/2017 20:58:29,"Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv"
371,4/3/2017 10:15:17,4/3/2017 6:15:17,"Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story."
372,4/3/2017 11:16:52,4/3/2017 7:16:52,Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?
373,4/3/2017 11:21:11,4/3/2017 7:21:11,Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!
374,4/3/2017 12:51:01,4/3/2017 8:51:01,".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI"
375,4/3/2017 16:00:33,4/3/2017 12:00:33,"Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship."
376,4/3/2017 17:56:55,4/3/2017 13:56:55,Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x
377,4/3/2017 19:39:05,4/3/2017 15:39:05,It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz
378,4/4/2017 12:39:16,4/4/2017 8:39:16,RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9
379,4/4/2017 18:38:13,4/4/2017 14:38:13,".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H"
380,4/4/2017 19:38:59,4/4/2017 15:38:59,Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj
381,4/4/2017 21:03:51,4/4/2017 17:03:51,Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc
382,4/5/2017 21:18:08,4/5/2017 17:18:08,I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE
383,4/6/2017 2:12:43,4/5/2017 22:12:43,"JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE"
384,4/6/2017 18:30:49,4/6/2017 14:30:49,"It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV"
385,4/7/2017 23:22:53,4/7/2017 19:22:53,RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…
386,4/8/2017 14:50:59,4/8/2017 10:50:59,It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...
387,4/8/2017 14:51:10,4/8/2017 10:51:10,"...goodwill and friendship was formed, but only time will tell on trade."
388,4/8/2017 14:54:24,4/8/2017 10:54:24,"Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack."
389,4/8/2017 19:00:08,4/8/2017 15:00:08,The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!
390,4/8/2017 19:58:32,4/8/2017 15:58:32,Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!
391,4/9/2017 15:20:39,4/9/2017 11:20:39,So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...
392,4/9/2017 15:21:07,4/9/2017 11:21:07,...confidence that President Al Sisi will handle situation properly.
393,4/10/2017 1:35:45,4/9/2017 21:35:45,Thank you @USNavy! #USA https://t.co/oD7L8vPgjq
394,4/10/2017 21:59:10,4/10/2017 17:59:10,Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ… https://t.co/RM9lfTaePS
395,4/10/2017 23:56:35,4/10/2017 19:56:35,"Happy Passover to everyone celebrating in the United States of America, Israel, and around the world. #ChagSameach"
396,4/11/2017 11:48:31,4/11/2017 7:48:31,RT @foxnation: Grateful Syrians React To @realDonaldTrump Strike: 'I'll Name My Son Donald' https://t.co/7KexXsXLUx #SyrianStrikes
397,4/11/2017 11:59:04,4/11/2017 7:59:04,I explained to the President of China that a trade deal with the U.S. will be far better for them if they solve the North Korean problem!
398,4/11/2017 12:03:43,4/11/2017 8:03:43,"North Korea is looking for trouble. If China decides to help, that would be great. If not, we will solve the problem without them!  U.S.A."
399,4/11/2017 12:59:20,4/11/2017 8:59:20,"Ron Estes is running TODAY for Congress in the Great State of Kansas. A wonderful guy, I need his help on Healthcare &amp; Tax Cuts (Reform)."
400,4/11/2017 20:27:35,4/11/2017 16:27:35,Great Strategic &amp; Policy CEO Forum today with my Cabinet Secretaries and top CEO's from around the United States.… https://t.co/pmGIL08OpP
401,4/12/2017 3:16:00,4/11/2017 23:16:00,I will be interviewed by @MariaBartiromo at 6:00 A.M. @FoxBusiness. Enjoy!
402,4/12/2017 12:22:22,4/12/2017 8:22:22,Had a very good call last night with the President of China concerning the menace of North Korea.
403,4/12/2017 12:37:07,4/12/2017 8:37:07,"Great win in Kansas last night for Ron Estes, easily winning the Congressional race against the Dems, who spent heavily &amp; predicted victory!"
404,4/12/2017 21:48:48,4/12/2017 17:48:48,Great meeting w/ NATO Sec. Gen. We agreed on the importance of getting countries to pay their fair share &amp; focus on… https://t.co/G9TdjWezmH
405,4/12/2017 23:09:56,4/12/2017 19:09:56,Economic confidence is soaring as we unleash the power of private sector job creation and stand up for the American Workers. #AmericaFirst
406,4/12/2017 23:10:37,4/12/2017 19:10:37,"One by one we are keeping our promises - on the border, on energy, on jobs, on regulations. Big changes are happening!"
407,4/13/2017 0:32:25,4/12/2017 20:32:25,"Jobs are returning, illegal immigration is plummeting, law, order and justice are being restored. We are truly making America great again!"
408,4/13/2017 13:08:20,4/13/2017 9:08:20,"I have great confidence that China will properly deal with North Korea. If they are unable to do so, the U.S., with its allies, will! U.S.A."
409,4/13/2017 13:16:30,4/13/2017 9:16:30,Things will work out fine between the U.S.A. and Russia. At the right time everyone will come to their senses &amp; there will be lasting peace!
410,4/13/2017 19:21:07,4/13/2017 15:21:07,It was a great honor to welcome Atlanta's heroic first responders to the White House this afternoon! https://t.co/ZtC14AJ0xs
411,4/14/2017 3:18:24,4/13/2017 23:18:24,RT @DRUDGE_REPORT: GREAT AGAIN: FEDS ARREST MURDER SUSPECT IN 'FAST AND FURIOUS' SCANDAL... https://t.co/clOLxTE3D4
412,4/14/2017 20:41:25,4/14/2017 16:41:25,Weekly Address- https://t.co/tpZ7eqJLUH https://t.co/B2NQzj53ft
413,4/14/2017 21:46:20,4/14/2017 17:46:20,RT @FLOTUS: Looking forward to hosting the annual Easter Egg Roll at the @WhiteHouse on Monday! https://t.co/nz7vucugx9
414,4/16/2017 12:18:40,4/16/2017 8:18:40,Why would I call China a currency manipulator when they are working with us on the North Korean problem? We will see what happens!
415,4/16/2017 12:24:49,4/16/2017 8:24:49,Happy Easter to everyone!
416,4/16/2017 13:07:11,4/16/2017 9:07:11,I did what was an almost an impossible thing to do for a Republican-easily won the Electoral College! Now Tax Returns are brought up again?
417,4/16/2017 13:13:26,4/16/2017 9:13:26,Someone should look into who paid for the small organized rallies yesterday. The election is over!
418,4/16/2017 13:41:47,4/16/2017 9:41:47,"Our military is building and is rapidly becoming stronger than ever before. Frankly, we have no choice!"
419,4/17/2017 0:45:01,4/16/2017 20:45:01,"The recent Kansas election (Congress) was a really big media event, until the Republicans won. Now they play the same game with Georgia-BAD!"
420,4/17/2017 12:07:16,4/17/2017 8:07:16,"""The first 90 days of my presidency has exposed the total failure of the last eight years of foreign policy!"" So true. @foxandfriends"
421,4/17/2017 12:13:17,4/17/2017 8:13:17,"A great book for your reading enjoyment: ""REASONS TO VOTE FOR DEMOCRATS"" by Michael J. Knowles."
422,4/17/2017 12:17:59,4/17/2017 8:17:59,The Fake Media (not Real Media) has gotten even worse since the election. Every story is badly slanted. We have to hold them to the truth!
423,4/17/2017 13:31:03,4/17/2017 9:31:03,"The super Liberal Democrat in the Georgia Congressioal race tomorrow wants to protect criminals, allow illegal immigration and raise taxes!"
424,4/17/2017 13:35:27,4/17/2017 9:35:27,RT @DRUDGE_REPORT: TRUMP APPROVAL HITS 50% https://t.co/TruX3WzR3U
425,4/17/2017 22:38:30,4/17/2017 18:38:30,"TRUMP APPROVAL HITS 50%
https://t.co/vjZkGTyQb9"
426,4/17/2017 22:41:53,4/17/2017 18:41:53,"See you tomorrow Wisconsin!

'Trump spurs small-business optimism in Milwaukee area'
https://t.co/JUxhO3oqjO"
427,4/18/2017 2:18:38,4/17/2017 22:18:38,"With eleven Republican candidates running in Georgia (on Tuesday) for Congress, a runoff will be a win. Vote ""R"" for lower taxes &amp; safety!"
428,4/18/2017 9:39:25,4/18/2017 5:39:25,The weak illegal immigration policies of the Obama Admin. allowed bad MS 13 gangs to form in cities across U.S. We are removing them fast!
429,4/18/2017 9:48:10,4/18/2017 5:48:10,I will be interviewed on @foxandfriends by @ainsleyearhardt starting at 6:00 A.M. Enjoy!
430,4/18/2017 10:38:59,4/18/2017 6:38:59,"Democrat Jon Ossoff would be a disaster in Congress. VERY weak on crime and illegal immigration, bad for jobs and wants higher taxes. Say NO"
431,4/18/2017 10:46:19,4/18/2017 6:46:19,Republicans must get out today and VOTE in Georgia 6. Force runoff and easy win! Dem Ossoff will raise your taxes-very bad on crime &amp; 2nd A.
432,4/18/2017 20:38:25,4/18/2017 16:38:25,"Just learned that Jon @Ossoff, who is running for Congress in Georgia, doesn't even live in the district. Republicans, get out and vote!"
433,4/18/2017 20:56:16,4/18/2017 16:56:16,"#BuyAmericanHireAmerican🇺🇸
Watch➡️https://t.co/AUqYcrgeyn https://t.co/rf9aivVb7g"
434,4/19/2017 4:09:17,4/19/2017 0:09:17,"Despite major outside money, FAKE media support and eleven Republican candidates, BIG ""R"" win with runoff in Georgia. Glad to be of help!"
435,4/19/2017 12:43:18,4/19/2017 8:43:18,Dems failed in Kansas and are now failing in Georgia. Great job Karen Handel! It is now Hollywood vs. Georgia on June 20th.
436,4/19/2017 17:31:28,4/19/2017 13:31:28,#BuyAmericanHireAmerican🇺🇸 https://t.co/JPEXQTVR1E
437,4/19/2017 20:26:45,4/19/2017 16:26:45,"Today I signed the Veterans (OUR HEROES) Choice Program Extension &amp; Improvement Act @ the @WhiteHouse. #S544 
Watch… https://t.co/0sMv4sPrmf"
438,4/20/2017 1:34:10,4/19/2017 21:34:10,A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn
439,4/20/2017 13:48:14,4/20/2017 9:48:14,"Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H."
440,4/20/2017 19:33:46,4/20/2017 15:33:46,"We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ➡️… https://t.co/QYjWx9K4YY"
441,4/20/2017 21:35:05,4/20/2017 17:35:05,A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference… https://t.co/lJAvEZJV1F
442,4/21/2017 10:11:27,4/21/2017 6:11:27,RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h…
443,4/21/2017 10:32:01,4/21/2017 6:32:01,Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!
444,4/21/2017 10:50:33,4/21/2017 6:50:33,"No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp; it has been a lot (including S.C.), media will kill!"
445,4/21/2017 13:04:19,4/21/2017 9:04:19,"China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will"
446,4/21/2017 20:22:14,4/21/2017 16:22:14,"WELCOME HOME, AYA!
#GodBlessTheUSA🇺🇸 https://t.co/CR4I8dvunc"
447,4/22/2017 0:19:58,4/21/2017 20:19:58,"RT @Scavino45: .@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, &amp; Dina Powell in the Oval Office today w/ Aya &amp; her brother Basel.
#W…"
448,4/22/2017 0:43:21,4/21/2017 20:43:21,"Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' 
Executive Order:… https://t.co/dpE6hDzlAt"
449,4/22/2017 3:38:00,4/21/2017 23:38:00,"After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first to… https://t.co/UZPKjqoGZY"
450,4/22/2017 15:18:11,4/22/2017 11:18:11,"RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/…"
451,4/22/2017 15:18:49,4/22/2017 11:18:49,RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis https://t.co/v2C9oaq3uY
452,4/22/2017 16:05:37,4/22/2017 12:05:37,Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!
453,4/22/2017 16:10:26,4/22/2017 12:10:26,Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!
454,4/22/2017 16:15:01,4/22/2017 12:15:01,Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.
455,4/22/2017 19:01:59,4/22/2017 15:01:59,"Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation."
456,4/22/2017 21:49:10,4/22/2017 17:49:10,I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!
457,4/23/2017 14:05:07,4/23/2017 10:05:07,Very interesting election currently taking place in France.
458,4/23/2017 14:07:52,4/23/2017 10:07:52,"Thank you Lake Worth, Florida. @foxandfriends"
459,4/23/2017 14:20:12,4/23/2017 10:20:12,ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.
460,4/23/2017 15:42:07,4/23/2017 11:42:07,The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.
461,4/23/2017 15:44:59,4/23/2017 11:44:59,"Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall."
462,4/23/2017 19:48:16,4/23/2017 15:48:16,New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....
463,4/23/2017 19:55:04,4/23/2017 15:55:04,...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me &amp; 53% said strong leader.
464,4/24/2017 12:15:45,4/24/2017 8:15:45,"The two fake news polls released yesterday, ABC &amp; NBC, while containing some very positive info, were totally wrong in General E. Watch!"
465,4/24/2017 12:28:01,4/24/2017 8:28:01,The Wall is a very important tool in stopping drugs from pouring into our country and poisoning our youth (and many others)! If
466,4/24/2017 15:31:57,4/24/2017 11:31:57,"....the wall is not built, which it will be, the drug situation will NEVER be fixed the way it should be!
#BuildTheWall"
467,4/24/2017 17:11:31,4/24/2017 13:11:31,Join me in congratulating @NASA's @AstroPeggy by using the hashtag #CongratsPeggy! Earlier today:… https://t.co/AUdJgxXiT4
468,4/24/2017 17:18:32,4/24/2017 13:18:32,"If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!"
469,4/24/2017 20:32:08,4/24/2017 16:32:08,"Today, I signed the Holocaust Remembrance Proclamation: https://t.co/762SqgdLMV #ICYMI- My statement last night at… https://t.co/vrqqFDi8En"
470,4/25/2017 11:23:08,4/25/2017 7:23:08,Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! https://t.co/e6Uajrm8zp
471,4/25/2017 12:30:15,4/25/2017 8:30:15,Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!
472,4/25/2017 12:36:28,4/25/2017 8:36:28,"Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc."
473,4/25/2017 17:51:03,4/25/2017 13:51:03,"Remarks at the United States Holocaust Memorial Museum's National Days of Remembrance. 
Full remarks:… https://t.co/BJbI6ZtGo7"
474,4/25/2017 23:32:13,4/25/2017 19:32:13,"Presidential Executive Order on Promoting Agriculture and Rural Prosperity in America'
Executive Order:… https://t.co/LVMjZ9Ax0U"
475,4/26/2017 10:20:00,4/26/2017 6:20:00,First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!
476,4/26/2017 10:30:54,4/26/2017 6:30:54,"Out of our very big country, with many choices, does everyone notice that both the ""ban"" case and now the ""sanctuary"" case is brought in ..."
477,4/26/2017 10:38:51,4/26/2017 6:38:51,"...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system."
478,4/26/2017 10:51:06,4/26/2017 6:51:06,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.
479,4/26/2017 14:53:26,4/26/2017 10:53:26,"HAPPY BIRTHDAY to our @FLOTUS, Melania! 
https://t.co/rYYp51mxDQ https://t.co/np7KYHglSv"
480,4/26/2017 18:10:04,4/26/2017 14:10:04,"Today, I signed an Executive Order @ the U.S. Dept. of @Interior: 'Review of Designations Under the Antiquities Act… https://t.co/Eq6JDzMqTY"
481,4/26/2017 20:49:16,4/26/2017 16:49:16,"Today, I signed an Executive Order on Enforcing Statutory Prohibitions on Federal Control of Education. EO:… https://t.co/YYafFQncbC"
482,4/26/2017 22:27:29,4/26/2017 18:27:29,"A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year fro… https://t.co/pUGl7RDoVX"
483,4/26/2017 23:06:16,4/26/2017 19:06:16,"Democrats are trying to bail out insurance companies from disastrous #ObamaCare, and Puerto Rico with your tax dollars. Sad!"
484,4/27/2017 11:12:12,4/27/2017 7:12:12,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..
485,4/27/2017 11:21:20,4/27/2017 7:21:20,"...subject to the fact that if we do not reach a fair deal for all, we will then terminate NAFTA. Relationships are good-deal very possible!"
486,4/27/2017 11:30:20,4/27/2017 7:30:20,The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!
487,4/27/2017 14:37:09,4/27/2017 10:37:09,I want to help our miners while the Democrats are blocking their healthcare.
488,4/27/2017 14:37:30,4/27/2017 10:37:30,I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!
489,4/27/2017 14:37:51,4/27/2017 10:37:51,What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.
490,4/27/2017 14:38:14,4/27/2017 10:38:14,Democrats jeopardizing the safety of our troops to bail out their donors from insurance companies. It is time to put #AmericaFirst🇺🇸
491,4/27/2017 14:39:04,4/27/2017 10:39:04,Democrats used to support border security — now they want illegals to pour through our borders.
492,4/27/2017 14:39:25,4/27/2017 10:39:25,As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!
493,4/27/2017 18:59:31,4/27/2017 14:59:31,.@FLOTUS Melania and I were honored to welcome Argentina President @MauricioMacri and First Lady Juliana Awada to t… https://t.co/gR3EPznu1H
494,4/27/2017 21:42:47,4/27/2017 17:42:47,"Presidential Memorandum for the @CommerceGov, @SecretaryRoss re: Aluminum Imports and Threats to National Security:… https://t.co/GnKoVz9GTO"
495,4/27/2017 22:43:19,4/27/2017 18:43:19,"Today, I signed an Executive Order on Improving Accountability and Whistleblower Protection at the @DeptVetAffairs:… https://t.co/UQ6VNCyhlj"
496,4/28/2017 12:12:15,4/28/2017 8:12:15,"RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http…"
497,4/28/2017 12:15:59,4/28/2017 8:15:59,"We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!"
498,4/28/2017 22:31:25,4/28/2017 18:31:25,I will be interviewed by @MarthaMaccallum on @FoxNews tonight at 7pm. Enjoy!
499,4/28/2017 23:26:18,4/28/2017 19:26:18,"North Korea disrespected the wishes of China &amp; its highly respected President when it launched, though unsuccessfully, a missile today. Bad!"
