,created_at,favorite_count,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str,retweet_count,source,text,truncated,inc_link,inc_hashtag,inc_mentions_screenName,inc_mentions_name,inc_media_url,user_desc,user_followers_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,retweeted_text,retweeted_id,retweeted_screenName,retweeted_user_id,quoted_status_text,quoted_status_userId,quoted_status_screenName
400,2017-04-10 21:59:10,80305,851555178910064640,851555178910064640,,,,,,False,en,0.0,,,15871,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",Congratulations to Justice Neil Gorsuch on his elevation to the United States Supreme Court. A great day for Americ… https://t.co/RM9lfTaePS,True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
401,2017-04-10 01:35:45,72192,851247294854856706,851247294854856704,,,,,,True,en,0.0,8.512273768266342e+17,8.512273768266342e+17,14613,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thank you @USNavy! #USA https://t.co/oD7L8vPgjq,False,twitter.com/usnavy/status/…,USA,USNavy,U.S. Navy,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,.@POTUS @RealDonaldTrump calls #USSPorter and #USSRoss commanding officers to thank them and crews -… https://t.co/OHg1Sq3xkE,,
402,2017-04-09 15:21:07,57038,851092618754891781,851092618754891776,realDonaldTrump,8.510925000560722e+17,8.510925000560722e+17,25073877.0,25073877.0,False,en,,,,10455,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",...confidence that President Al Sisi will handle situation properly.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
403,2017-04-09 15:20:39,78194,851092500056072198,851092500056072192,,,,,,False,en,,,,15708,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So sad to hear of the terrorist attack in Egypt. U.S. strongly condemns. I have great...,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
404,2017-04-08 19:58:32,102139,850800045012201473,850800045012201472,,,,,,False,en,,,,18675,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Judge Gorsuch will be sworn in at the Rose Garden of the White House on Monday at 11:00 A.M. He will be a great Justice. Very proud of him!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
405,2017-04-08 19:00:08,62132,850785347038576640,850785347038576640,,,,,,False,en,,,,11877,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The reason you don't generally hit runways is that they are easy and inexpensive to quickly fix (fill in and top)!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
406,2017-04-08 14:54:24,136237,850723509370327040,850723509370327040,,,,,,False,en,,,,27597,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Congratulations to our great military men and women for representing the United States, and the world, so well in the Syria attack.",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
407,2017-04-08 14:51:10,49014,850722694958075905,850722694958075904,realDonaldTrump,8.507226488836383e+17,8.507226488836383e+17,25073877.0,25073877.0,False,en,,,,7266,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","...goodwill and friendship was formed, but only time will tell on trade.",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
408,2017-04-08 14:50:59,67572,850722648883638272,850722648883638272,,,,,,False,en,,,,10560,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It was a great honor to have President Xi Jinping and Madame Peng Liyuan of China as our guests in the United States. Tremendous...,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
409,2017-04-07 23:22:53,0,850489084221018113,850489084221018112,,,,,,False,en,,,,15221,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IvankaTrump: Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's official…,False,,,IvankaTrump,Ivanka Trump,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,Very proud of Arabella and Joseph for their performance in honor of President Xi Jinping and Madame Peng Liyuan's o… https://t.co/UEc9UsSB97,8.504884928283607e+17,,,,,
410,2017-04-06 18:30:49,60960,850053194923298816,850053194923298816,,,,,,False,en,0.0,,,10830,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It was an honor to host our American heroes from the @WWP #SoldierRideDC at the @WhiteHouse today with @FLOTUS, @VP… https://t.co/u5AI1pupVV",True,twitter.com/i/web/status/8…,SoldierRideDC,wwp,WWP,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
411,2017-04-06 02:12:43,84189,849807049118625792,849807049118625792,,,,,,False,en,0.0,,,23033,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JOBS, JOBS, JOBS!
https://t.co/XGOQPHywrt https://t.co/B5Qbn6llzE",False,instagram.com/p/BShtQnLgquy/,,,,http://pbs.twimg.com/ext_tw_video_thumb/849806994001219584/pu/img/5iFexFOVWtr0rE6e.jpg,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
412,2017-04-05 21:18:08,67840,849732911377117185,849732911377117184,,,,,,False,en,0.0,,,13230,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",I am deeply committed to preserving our strong relationship &amp; to strengthening America's long-standing support for… https://t.co/GxrOR3ALCE,True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
413,2017-04-04 21:03:51,49672,849366930133839872,849366930133839872,,,,,,False,en,0.0,,,9202,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great to talk jobs with #NABTU2017. Tremendous spirit &amp; optimism - we will deliver! https://t.co/6lRuQZZHrc,False,thehill.com/policy/transpo…,NABTU2017,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
414,2017-04-04 19:38:59,49151,849345573509574665,849345573509574656,,,,,,False,en,0.0,,,9484,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",Thank you Sean McGarvey &amp; the entire Governing Board of Presidents for honoring me w/an invite to speak. #NABTU2017… https://t.co/dJlZvlq6Tj,True,twitter.com/i/web/status/8…,NABTU2017,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
415,2017-04-04 18:38:13,38411,849330281412792320,849330281412792320,,,,,,False,und,0.0,,,8448,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@WhiteHouse #CEOTownHall
➡️https://t.co/ADSKuUXf1b https://t.co/XHfQ6zmF2H",False,45.WH.Gov/iQXunx,CEOTownHall,WhiteHouse,The White House,http://pbs.twimg.com/ext_tw_video_thumb/849328408832208902/pu/img/m1eV48UPMuyxgS2Y.jpg,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
416,2017-04-04 12:39:16,0,849239946653290496,849239946653290496,,,,,,False,en,0.0,,,11541,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @DRUDGE_REPORT: RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,False,drudge.tw/2oUA1uA,,DRUDGE_REPORT,DRUDGE REPORT,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,RICE ORDERED SPY DOCS ON TRUMP? https://t.co/bL2nZRFxk9,8.492382029928366e+17,,,,,
417,2017-04-03 19:39:05,58684,848983209580822529,848983209580822528,,,,,,False,en,0.0,,,13338,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It was an honor to welcome President Al Sisi of Egypt to the @WhiteHouse as we renew the historic partnership betwe… https://t.co/9mRaGvcPHz,True,twitter.com/i/web/status/8…,,WhiteHouse,The White House,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
418,2017-04-03 17:56:55,56634,848957498040217603,848957498040217600,,,,,,False,en,0.0,,,11108,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Looking forward to hosting our heroes from the Wounded Warrior Project (@WWP) Soldier Ride to the @WhiteHouse on Th… https://t.co/QLC0qFD94x,True,twitter.com/i/web/status/8…,,wwp,WWP,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
419,2017-04-03 16:00:33,76647,848928217138384896,848928217138384896,,,,,,False,en,,,,12909,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Getting ready to meet President al-Sisi of Egypt. On behalf of the United States, I look forward to a long and wonderful relationship.",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
420,2017-04-03 12:51:01,70289,848880519458717698,848880519458717696,,,,,,False,en,,,,22207,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",".@FoxNews from multiple sources: ""There was electronic surveillance of Trump, and people close to Trump. This is unprecedented."" @FBI",False,,,FoxNews,Fox News,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
421,2017-04-03 11:21:11,109096,848857910297980928,848857910297980928,,,,,,False,en,,,,27420,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Did Hillary Clinton ever apologize for receiving the answers to the debate? Just asking!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
422,2017-04-03 11:16:52,72039,848856822312292354,848856822312292352,,,,,,False,en,,,,20321,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Was the brother of John Podesta paid big money to get the sanctions on Russia lifted? Did Hillary know?,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
423,2017-04-03 10:15:17,73956,848841326183534594,848841326183534592,,,,,,False,en,,,,20140,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Such amazing reporting on unmasking and the crooked scheme against us by @foxandfriends. ""Spied on before nomination."" The real story.",False,,,foxandfriends,FOX & friends,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
424,2017-04-03 00:58:29,113908,848701201315188736,848701201315188736,,,,,,False,en,0.0,,,25303,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Melania and I are honored to light up the @WhiteHouse this evening, for 
#WorldAutismAwarenessDay. Join us &amp; #LIUB.… https://t.co/tR3hqqyWvv",True,twitter.com/i/web/status/8…,WorldAutismAwarenessDay,WhiteHouse,The White House,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
425,2017-04-02 13:34:16,81308,848529014667055105,848529014667055104,,,,,,False,en,,,,19917,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The real story turns out to be SURVEILLANCE and LEAKING! Find the leakers.,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
426,2017-04-02 13:03:43,73929,848521325480202240,848521325480202240,,,,,,False,en,,,,13754,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Talks on Repealing and Replacing ObamaCare are, and have been, going on, and will continue until such time as a deal is hopefully struck.",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
427,2017-04-02 12:56:49,80755,848519587675201538,848519587675201536,,,,,,False,en,,,,16444,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Anybody (especially  Fake News media) who thinks that Repeal &amp; Replace of ObamaCare is dead does not know the love and strength in R Party!,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
428,2017-04-01 22:21:02,54176,848299191646515202,848299191646515200,,,,,,False,en,0.0,,,13844,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thank you @JCLayfield -- will get even better as my Administration continues to put #AmericaFirst🇺🇸 https://t.co/AQQzmt10x7,False,,AmericaFirst,JCLayfield,John Layfield,http://pbs.twimg.com/ext_tw_video_thumb/848298986469548035/pu/img/mjsii_0IqJk_8Th0.jpg,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
429,2017-04-01 17:02:29,65363,848219027659010051,848219027659010048,,,,,,False,en,,,,15792,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","..not associated with Russia. Trump team spied on before he was nominated."" If this is true, does not get much bigger. Would be sad for U.S.",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
430,2017-04-01 16:50:36,61789,848216035153121285,848216035153121280,,,,,,False,en,,,,16250,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wow, @FoxNews just reporting big news. Source: ""Official behind unmasking is high up. Known Intel official is responsible. Some unmasked....",False,,,FoxNews,Fox News,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
431,2017-04-01 16:06:14,51535,848204870876356608,848204870876356608,,,,,,False,en,,,,10067,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","...use subsidies to buy health plans."" In other words, Ocare is dead. Good things will happen, however, either with Republicans or Dems.",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
432,2017-04-01 15:59:36,48953,848203201094483972,848203201094483968,,,,,,False,en,,,,11280,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The failing @nytimes finally gets it - ""In places where no insurance company offers plans, there will be no way for ObamaCare customers to..",False,,,nytimes,The New York Times,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
433,2017-04-01 13:02:32,87071,848158641056362496,848158641056362496,,,,,,False,en,,,,22557,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It is the same Fake News Media that said there is ""no path to victory for Trump"" that is now pushing the phony Russia story. A total scam!",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
434,2017-04-01 12:43:32,79045,848153860602507264,848153860602507264,,,,,,False,en,,,,21956,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",When will Sleepy Eyes Chuck Todd and @NBCNews start talking about the Obama SURVEILLANCE SCANDAL and stop with the Fake Trump/Russia story?,False,,,NBCNews,NBC News,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
435,2017-03-31 21:31:44,66229,847924397180583937,847924397180583936,,,,,,False,en,0.0,,,14674,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",We are going to defend our industry &amp; create a level playing field for the American worker. It is time to put… https://t.co/dzPKJMghj1,True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
436,2017-03-31 19:37:00,44470,847895524632129536,847895524632129536,,,,,,False,en,0.0,,,9638,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'Trump Celebrates American Manufacturing Survey Showing Highest Level of Optimism in 20 Years' ➡️… https://t.co/cVWXOa1MjY,True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
437,2017-03-31 18:30:38,58817,847878820220858369,847878820220858368,,,,,,False,en,0.0,,,13784,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","It is an exciting time for our country!
#WeeklyAddress #ConfirmGorsuch https://t.co/tP4bkvTOBq",False,,WeeklyAddress,,,http://pbs.twimg.com/media/C8RE94BV0AA1fp3.jpg,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
438,2017-03-31 17:45:10,48427,847867380562894848,847867380562894848,,,,,,False,und,0.0,,,11009,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#ConfirmGorsuch #SCOTUS https://t.co/WkqHYMcYa3,False,,ConfirmGorsuch,,,http://pbs.twimg.com/media/C8Q64smVwAAhYfC.jpg,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
439,2017-03-31 17:28:44,57517,847863243200753666,847863243200753664,,,,,,False,en,0.0,,,10506,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Great meeting with a wonderful woman today, former Secretary of State, Condoleezza Rice! #USA🇺🇸 https://t.co/ZuriIC3YwG",False,,USA,,,http://pbs.twimg.com/media/C8Q3H4sWAAATXsr.jpg,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
440,2017-03-31 14:35:47,41023,847819720418111488,847819720418111488,,,,,,False,en,0.0,,,6938,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","It was an honor to welcome the Prime Minister of Denmark, Lars Løkke Rasmussen {@larsloekke} to the @WhiteHouse yes… https://t.co/N1g0TiVnSp",True,twitter.com/i/web/status/8…,,larsloekke,Lars Løkke Rasmussen,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
441,2017-03-31 11:04:32,75232,847766558520856578,847766558520856576,,,,,,False,en,,,,18017,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mike Flynn should ask for immunity in that this is a witch hunt (excuse for big election loss), by media &amp; Dems, of historic proportion!",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
442,2017-03-31 01:43:35,59831,847625389908217856,847625389908217856,,,,,,False,en,0.0,,,13549,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Only by enlisting the full potential of women in our society will we be truly able to #MakeAmericaGreatAgain🇺🇸… https://t.co/cxhgYaxiek,True,twitter.com/i/web/status/8…,MakeAmericaGreatAgain,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
443,2017-03-30 22:16:50,42682,847573358912974849,847573358912974848,realDonaldTrump,8.475732204170445e+17,8.475732204170445e+17,25073877.0,25073877.0,False,en,,,,7662,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",...and job losses. American companies must be prepared to look at other alternatives.,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
444,2017-03-30 22:16:17,58638,847573220417044480,847573220417044480,,,,,,False,en,,,,12236,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The meeting next week with China will be a very difficult one in that we can no longer have massive trade deficits...,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
445,2017-03-30 21:21:50,30633,847559519085379584,847559519085379584,,,,,,False,en,,,,5938,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Where are @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador?
#RepealANDReplace #Obamacare",False,,RepealANDReplace,RepMarkMeadows,Mark Meadows,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
446,2017-03-30 21:20:44,38511,847559239149158401,847559239149158400,,,,,,False,en,,,,7780,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If @RepMarkMeadows, @Jim_Jordan and @Raul_Labrador would get on board we would have both great healthcare and massive tax cuts &amp; reform.",False,,,RepMarkMeadows,Mark Meadows,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
447,2017-03-30 21:17:30,32047,847558426557337600,847558426557337600,,,,,,False,en,0.0,,,6690,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Great op-ed from @RepKenBuck. Looks like some in the Freedom Caucus are helping me end #Obamacare. https://t.co/Y2vTnIBTBZ,False,thehill.com/blogs/congress…,Obamacare,RepKenBuck,Congressman Ken Buck,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
448,2017-03-30 14:27:14,54878,847455180912181249,847455180912181248,,,,,,False,en,0.0,,,13354,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The failing @nytimes has disgraced the media world. Gotten me wrong for two solid years. Change libel laws? https://t.co/QIqLgvYLLi,False,nypost.com/2017/03/27/the…,,nytimes,The New York Times,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
449,2017-03-30 13:07:42,60673,847435163143454723,847435163143454720,,,,,,False,en,,,,13936,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The Freedom Caucus will hurt the entire Republican agenda if they don't get on the team, &amp; fast. We must fight them, &amp; Dems, in 2018!",False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
450,2017-03-30 02:12:09,74509,847270189171228672,847270189171228672,,,,,,False,en,0.0,,,16895,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today we honored our true American heroes on the first-ever National Vietnam War Veterans Day.
#ThankAVeteran… https://t.co/deOHapcV4J",True,twitter.com/i/web/status/8…,ThankAVeteran,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
451,2017-03-29 23:58:11,54675,847236476815511552,847236476815511552,,,,,,False,en,0.0,,,10447,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",.@FLOTUS Melania and I were honored to stop by the Women's Empowerment  Panel this afternoon at the @WhiteHouse.… https://t.co/phLPw8lgTu,True,twitter.com/i/web/status/8…,,FLOTUS,Melania Trump,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
452,2017-03-29 21:39:01,40874,847201455165624320,847201455165624320,,,,,,False,en,0.0,,,8729,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Today's EO established a commission on combating drug addiction and the opioid crisis. Watch listening session➡️… https://t.co/ooF2ediqSt,True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
453,2017-03-29 12:21:02,98945,847061031293779969,847061031293779968,,,,,,False,en,,,,20339,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",If the people of our great country could only see how viciously and inaccurately my administration is covered by certain media!,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
454,2017-03-29 12:01:52,75580,847056211006631936,847056211006631936,,,,,,False,en,,,,15692,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Remember when the failing @nytimes apologized to its subscribers, right after the election, because their coverage was so wrong. Now worse!",False,,,nytimes,The New York Times,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
455,2017-03-28 22:41:09,87589,846854703183020032,846854703183020032,,,,,,False,en,,,,25695,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Why doesn't Fake News talk about Podesta ties to Russia as covered by @FoxNews or money from Russia to Clinton - sale of  Uranium?,False,,,FoxNews,Fox News,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
456,2017-03-28 21:48:40,46152,846841493952319489,846841493952319488,,,,,,False,en,0.0,,,9686,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A NEW ERA IN AMERICAN ENERGY! 
#MadeInTheUSA🇺🇸
Watch here: https://t.co/EG02Fdlkba https://t.co/XT12jqoIqj",False,youtu.be/OdkThe_O50M,MadeInTheUSA,,,http://pbs.twimg.com/media/C8CV1aLXQAUZxnm.jpg,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
457,2017-03-28 20:57:17,39497,846828561491202048,846828561491202048,,,,,,False,en,0.0,,,7111,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",It was an honor to welcome @GLFOP to the @WhiteHouse today with @VP Pence &amp; Attorney General Sessions. THANK YOU fo… https://t.co/VHzTB4c69h,True,twitter.com/i/web/status/8…,,GLFOP,National FOP,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
458,2017-03-28 15:26:23,57087,846745288735887360,846745288735887360,,,,,,False,en,0.0,,,13228,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The failing @NYTimes would do much better if they were honest! 
https://t.co/ATy8R3knS2",False,nypost.com/2017/03/27/the…,,nytimes,The New York Times,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
459,2017-03-28 11:16:44,47518,846682464215076866,846682464215076864,,,,,,False,en,,,,9303,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Watch @foxandfriends now on Podesta and Russia!,False,,,foxandfriends,FOX & friends,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
460,2017-03-28 10:36:02,110297,846672219073863681,846672219073863680,,,,,,False,en,,,,23481,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Big announcement by Ford today. Major investment to be made in three Michigan plants. Car companies coming back to U.S.  JOBS! JOBS! JOBS!,False,,,,,,45th President of the United States of America,28998958,69150,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
