,created_at,favorite_count,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str,retweet_count,source,text,truncated,inc_link,inc_hashtag,inc_mentions_screenName,inc_mentions_name,inc_media_url,user_desc,user_followers_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,retweeted_text,retweeted_id,retweeted_screenName,retweeted_user_id,quoted_status_text,quoted_status_userId,quoted_status_screenName
295,2017-04-28 23:26:18,85804,858100088253669376,858100088253669376,,,,,,False,en,,,,23607,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","North Korea disrespected the wishes of China &amp; its highly respected President when it launched, though unsuccessfully, a missile today. Bad!",False,,,,,,45th President of the United States of America,29857175,70013,"Washington, DC",Donald J. Trump,realDonaldTrump,34918,,,,,,,
296,2017-04-28 22:31:25,35290,858086278037950464,858086278037950464,,,,,,False,en,,,,5270,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I will be interviewed by @MarthaMaccallum on @FoxNews tonight at 7pm. Enjoy!,False,,,marthamaccallum,martha maccallum,,45th President of the United States of America,29774541,69859,"Washington, DC",Donald J. Trump,realDonaldTrump,34917,,,,,,,
297,2017-04-28 12:15:59,80923,857931397562085376,857931397562085376,,,,,,False,en,,,,15687,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We are making tremendous progress with the V. A. There has never been so much done so quickly, and we have just started. We love our VETS!",False,,,,,,45th President of the United States of America,29737626,70066,"Washington, DC",Donald J. Trump,realDonaldTrump,34916,,,,,,,
298,2017-04-28 12:12:15,0,857930456767111168,857930456767111168,,,,,,False,en,,,,8871,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @foxandfriends: Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" http…",False,,,foxandfriends,FOX & friends,,45th President of the United States of America,29720068,69825,"Washington, DC",Donald J. Trump,realDonaldTrump,34915,"Former President Obama's $400K Wall Street speech stuns liberal base; Sen. Warren saying she ""was troubled by that"" https://t.co/mEc9YZr1pD",8.579178281956966e+17,,,,,
299,2017-04-27 22:43:19,47087,857726884045496325,857726884045496320,,,,,,False,en,0.0,,,10888,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","Today, I signed an Executive Order on Improving Accountability and Whistleblower Protection at the @DeptVetAffairs:… https://t.co/UQ6VNCyhlj",True,twitter.com/i/web/status/8…,,DeptVetAffairs,Veterans Affairs,,45th President of the United States of America,29720319,69590,"Washington, DC",Donald J. Trump,realDonaldTrump,34914,,,,,,,
300,2017-04-27 21:42:47,28019,857711651952500737,857711651952500736,,,,,,False,en,0.0,,,5682,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Presidential Memorandum for the @CommerceGov, @SecretaryRoss re: Aluminum Imports and Threats to National Security:… https://t.co/GnKoVz9GTO",True,twitter.com/i/web/status/8…,,CommerceGov,U.S. Commerce Dept.,,45th President of the United States of America,29666325,69930,"Washington, DC",Donald J. Trump,realDonaldTrump,34913,,,,,,,
301,2017-04-27 18:59:31,53257,857670562478518273,857670562478518272,,,,,,False,en,0.0,,,11903,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",.@FLOTUS Melania and I were honored to welcome Argentina President @MauricioMacri and First Lady Juliana Awada to t… https://t.co/gR3EPznu1H,True,twitter.com/i/web/status/8…,,FLOTUS,Melania Trump,,45th President of the United States of America,29550586,69520,"Washington, DC",Donald J. Trump,realDonaldTrump,34913,,,,,,,
302,2017-04-27 14:39:25,60100,857605104417026049,857605104417026048,,,,,,False,en,,,,15106,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",As families prepare for summer vacations in our National Parks - Democrats threaten to close them and shut down the government. Terrible!,False,,,,,,45th President of the United States of America,29530747,69620,"Washington, DC",Donald J. Trump,realDonaldTrump,34912,,,,,,,
303,2017-04-27 14:39:04,58783,857605018266062848,857605018266062848,,,,,,False,en,,,,14250,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Democrats used to support border security — now they want illegals to pour through our borders.,False,,,,,,45th President of the United States of America,29508016,69494,"Washington, DC",Donald J. Trump,realDonaldTrump,34911,,,,,,,
304,2017-04-27 14:38:14,49170,857604808676708353,857604808676708352,,,,,,False,en,,,,11998,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Democrats jeopardizing the safety of our troops to bail out their donors from insurance companies. It is time to put #AmericaFirst🇺🇸,False,,AmericaFirst,,,,45th President of the United States of America,29502543,69308,"Washington, DC",Donald J. Trump,realDonaldTrump,34910,,,,,,,
305,2017-04-27 14:37:51,60227,857604709829529601,857604709829529600,,,,,,False,en,,,,13850,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",What's more important? Rebuilding our military - or bailing out insurance companies? Ask the Democrats.,False,,,,,,45th President of the United States of America,29501723,69279,"Washington, DC",Donald J. Trump,realDonaldTrump,34909,,,,,,,
306,2017-04-27 14:37:30,60475,857604623531749376,857604623531749376,,,,,,False,en,,,,13168,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I promise to rebuild our military and secure our border. Democrats want to shut down the government. Politics!,False,,,,,,45th President of the United States of America,29468976,69501,"Washington, DC",Donald J. Trump,realDonaldTrump,34908,,,,,,,
307,2017-04-27 14:37:09,45485,857604537003200512,857604537003200512,,,,,,False,en,,,,9750,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I want to help our miners while the Democrats are blocking their healthcare.,False,,,,,,45th President of the United States of America,29446834,69556,"Washington, DC",Donald J. Trump,realDonaldTrump,34907,,,,,,,
308,2017-04-27 11:30:20,70532,857557522584088576,857557522584088576,,,,,,False,en,,,,17627,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Democrats want to shut government if we don't bail out Puerto Rico and give billions to their insurance companies for OCare failure. NO!,False,,,,,,45th President of the United States of America,29343203,69335,"Washington, DC",Donald J. Trump,realDonaldTrump,34906,,,,,,,
309,2017-04-27 11:21:20,49344,857555256003227648,857555256003227648,,,,,,False,en,,,,10139,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","...subject to the fact that if we do not reach a fair deal for all, we will then terminate NAFTA. Relationships are good-deal very possible!",False,,,,,,45th President of the United States of America,29264949,69238,"Washington, DC",Donald J. Trump,realDonaldTrump,34905,,,,,,,
310,2017-04-27 11:12:12,70369,857552956836786177,857552956836786176,,,,,,False,en,,,,16068,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,False,,,,,,45th President of the United States of America,29260038,69505,"Washington, DC",Donald J. Trump,realDonaldTrump,34904,,,,,,,
311,2017-04-26 23:06:16,53315,857370270776086528,857370270776086528,,,,,,False,en,,,,15456,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Democrats are trying to bail out insurance companies from disastrous #ObamaCare, and Puerto Rico with your tax dollars. Sad!",False,,ObamaCare,,,,45th President of the United States of America,29191603,69157,"Washington, DC",Donald J. Trump,realDonaldTrump,34903,,,,,,,
312,2017-04-26 22:27:29,48958,857360510534209536,857360510534209536,,,,,,False,en,0.0,,,9583,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","A great great honor to welcome &amp; recognize the National Teacher of the Year, as well as the Teacher of the Year fro… https://t.co/pUGl7RDoVX",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,29177397,69245,"Washington, DC",Donald J. Trump,realDonaldTrump,34902,,,,,,,
313,2017-04-26 20:49:16,40150,857335793261568000,857335793261568000,,,,,,False,en,0.0,,,9096,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","Today, I signed an Executive Order on Enforcing Statutory Prohibitions on Federal Control of Education. EO:… https://t.co/YYafFQncbC",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,29176845,69226,"Washington, DC",Donald J. Trump,realDonaldTrump,34901,,,,,,,
314,2017-04-26 18:10:04,33556,857295731929034753,857295731929034752,,,,,,False,en,0.0,,,7154,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","Today, I signed an Executive Order @ the U.S. Dept. of @Interior: 'Review of Designations Under the Antiquities Act… https://t.co/Eq6JDzMqTY",True,twitter.com/i/web/status/8…,,Interior,US Dept of Interior,,45th President of the United States of America,29132535,69223,"Washington, DC",Donald J. Trump,realDonaldTrump,34900,,,,,,,
315,2017-04-26 14:53:26,84968,857246245672366081,857246245672366080,,,,,,False,en,0.0,,,18236,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HAPPY BIRTHDAY to our @FLOTUS, Melania! 
https://t.co/rYYp51mxDQ https://t.co/np7KYHglSv",False,45.wh.gov/9zVkh6,,FLOTUS,Melania Trump,http://pbs.twimg.com/media/C-WM3GbVYAA4AHD.jpg,45th President of the United States of America,29129214,69106,"Washington, DC",Donald J. Trump,realDonaldTrump,34899,,,,,,,
316,2017-04-26 10:51:06,47306,857185261029126144,857185261029126144,,,,,,False,en,,,,9412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.,False,,,,,,45th President of the United States of America,29126376,69357,"Washington, DC",Donald J. Trump,realDonaldTrump,34898,,,,,,,
317,2017-04-26 10:38:51,56713,857182179469774848,857182179469774848,,,,,,False,en,,,,12802,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","...the Ninth Circuit, which has a terrible record of being overturned (close to 80%). They used to call this ""judge shopping!"" Messy system.",False,,,,,,45th President of the United States of America,29124688,69294,"Washington, DC",Donald J. Trump,realDonaldTrump,34897,,,,,,,
318,2017-04-26 10:30:54,49108,857180178736459776,857180178736459776,,,,,,False,en,,,,10409,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Out of our very big country, with many choices, does everyone notice that both the ""ban"" case and now the ""sanctuary"" case is brought in ...",False,,,,,,45th President of the United States of America,29124041,69265,"Washington, DC",Donald J. Trump,realDonaldTrump,34896,,,,,,,
319,2017-04-26 10:20:00,68417,857177434210304001,857177434210304000,,,,,,False,en,,,,17485,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",First the Ninth Circuit rules against the ban &amp; now it hits again on sanctuary cities-both ridiculous rulings. See you in the Supreme Court!,False,,,,,,45th President of the United States of America,29125182,69252,"Washington, DC",Donald J. Trump,realDonaldTrump,34895,,,,,,,
320,2017-04-25 23:32:13,39700,857014413081137154,857014413081137152,,,,,,False,en,0.0,,,8881,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","'Presidential Executive Order on Promoting Agriculture and Rural Prosperity in America'
Executive Order:… https://t.co/LVMjZ9Ax0U",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,29125068,69248,"Washington, DC",Donald J. Trump,realDonaldTrump,34894,,,,,,,
321,2017-04-25 17:51:03,36680,856928555179143168,856928555179143168,,,,,,False,en,0.0,,,7477,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Remarks at the United States Holocaust Memorial Museum's National Days of Remembrance. 
Full remarks:… https://t.co/BJbI6ZtGo7",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,29080138,69312,"Washington, DC",Donald J. Trump,realDonaldTrump,34893,,,,,,,
322,2017-04-25 12:36:28,100403,856849388026687492,856849388026687488,,,,,,False,en,,,,26227,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Don't let the fake media tell you that I have changed my position on the WALL. It will get built and help stop drugs, human trafficking etc.",False,,,,,,45th President of the United States of America,29075359,69518,"Washington, DC",Donald J. Trump,realDonaldTrump,34892,,,,,,,
323,2017-04-25 12:30:15,62410,856847826663460865,856847826663460864,,,,,,False,en,,,,14524,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Canada has made business for our dairy farmers in Wisconsin and other border states very difficult. We will not stand for this. Watch!,False,,,,,,45th President of the United States of America,29072357,69334,"Washington, DC",Donald J. Trump,realDonaldTrump,34891,,,,,,,
324,2017-04-25 11:23:08,38174,856830933709750272,856830933709750272,,,,,,False,en,0.0,,,6659,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Proud of @IvankaTrump for her leadership on these important issues. Looking forward to hearing her speak at the W20! https://t.co/e6Uajrm8zp,False,ft.com/content/4d028a…,,IvankaTrump,Ivanka Trump,,45th President of the United States of America,29072476,69238,"Washington, DC",Donald J. Trump,realDonaldTrump,34890,,,,,,,
325,2017-04-24 20:32:08,44167,856606707463725057,856606707463725056,,,,,,False,en,0.0,,,10411,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today, I signed the Holocaust Remembrance Proclamation: https://t.co/762SqgdLMV #ICYMI- My statement last night at… https://t.co/vrqqFDi8En",True,facebook.com/DonaldTrump/po…,ICYMI,,,,45th President of the United States of America,29072328,69227,"Washington, DC",Donald J. Trump,realDonaldTrump,34889,,,,,,,
326,2017-04-24 17:18:32,71918,856557986474491904,856557986474491904,,,,,,False,en,,,,13603,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","If our healthcare plan is approved, you will see real healthcare and premiums will start tumbling down. ObamaCare is in a death spiral!",False,,,,,,45th President of the United States of America,29000468,69331,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
327,2017-04-24 17:11:31,37482,856556220911681539,856556220911681536,,,,,,False,en,0.0,,,7439,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",Join me in congratulating @NASA's @AstroPeggy by using the hashtag #CongratsPeggy! Earlier today:… https://t.co/AUdJgxXiT4,True,twitter.com/i/web/status/8…,CongratsPeggy,NASA,NASA,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
328,2017-04-24 15:31:57,37997,856531163799859201,856531163799859200,realDonaldTrump,8.564848731330601e+17,8.564848731330601e+17,25073877.0,25073877.0,False,en,,,,8027,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","....the wall is not built, which it will be, the drug situation will NEVER be fixed the way it should be!
#BuildTheWall",False,,BuildTheWall,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
329,2017-04-24 12:28:01,51932,856484873133060101,856484873133060096,realDonaldTrump,8.564817869389169e+17,8.564817869389169e+17,25073877.0,25073877.0,False,en,,,,11365,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Wall is a very important tool in stopping drugs from pouring into our country and poisoning our youth (and many others)! If,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
330,2017-04-24 12:15:45,46843,856481786938916865,856481786938916864,,,,,,False,en,,,,9060,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The two fake news polls released yesterday, ABC &amp; NBC, while containing some very positive info, were totally wrong in General E. Watch!",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
331,2017-04-23 19:55:04,61494,856234989591121922,856234989591121920,,,,,,False,en,,,,12011,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",...popular vote. ABC News/Washington Post Poll (wrong big on election) said almost all stand by their vote on me &amp; 53% said strong leader.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
332,2017-04-23 19:48:16,63985,856233279841849344,856233279841849344,,,,,,False,en,,,,11800,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",New polls out today are very good considering that much of the media is FAKE and almost always negative. Would still beat Hillary in .....,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
333,2017-04-23 15:44:59,64501,856172056932700164,856172056932700160,,,,,,False,en,,,,15139,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Eventually, but at a later date so we can get started early, Mexico will be paying, in some form, for the badly needed border wall.",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
334,2017-04-23 15:42:07,64779,856171332521820165,856171332521820160,,,,,,False,en,,,,16248,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",The Democrats don't want money from budget going to border wall despite the fact that it will stop drugs and very bad MS 13 gang members.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
335,2017-04-23 14:20:12,58800,856150719656755200,856150719656755200,,,,,,False,en,,,,12261,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ObamaCare is in serious trouble. The Dems need big money to keep it going - otherwise it dies far sooner than anyone would have thought.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
336,2017-04-23 14:07:52,34744,856147612952612864,856147612952612864,,,,,,False,en,,,,4836,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thank you Lake Worth, Florida. @foxandfriends",False,,,foxandfriends,FOX & friends,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
337,2017-04-23 14:05:07,63710,856146924705120256,856146924705120256,,,,,,False,en,,,,17380,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Very interesting election currently taking place in France.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
338,2017-04-22 21:49:10,89790,855901315305795584,855901315305795584,,,,,,False,en,,,,18265,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I am committed to keeping our air and water clean but always remember that economic growth enhances environmental protection. Jobs matter!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
339,2017-04-22 19:01:59,80631,855859245023211520,855859245023211520,,,,,,False,en,,,,14790,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today on Earth Day, we celebrate our beautiful forests, lakes and land. We stand committed to preserving the natural beauty of our nation.",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
340,2017-04-22 16:15:01,75453,855817226078879748,855817226078879744,,,,,,False,en,,,,17103,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Big TAX REFORM AND TAX REDUCTION will be announced next Wednesday.,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
341,2017-04-22 16:10:26,59050,855816071663812608,855816071663812608,,,,,,False,en,,,,11855,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Next Saturday night I will be holding a BIG rally in Pennsylvania. Look forward to it!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
342,2017-04-22 16:05:37,62142,855814859069558784,855814859069558784,,,,,,False,en,,,,10475,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Getting ready to visit Walter Reed Medical Center with Melania. Looking forward to seeing our bravest and greatest Americans!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
343,2017-04-22 15:18:49,0,855803080310390784,855803080310390784,,,,,,False,en,0.0,,,5399,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @foxandfriends: Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis https://t.co/v2C9oaq3uY,False,,,foxandfriends,FOX & friends,http://pbs.twimg.com/media/C97oE55VwAARTU5.jpg,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,Israeli PM Netanyahu praises U.S. policy changes during meeting with Defense. Sec Mattis https://t.co/v2C9oaq3uY,8.553773299666616e+17,,,,,
344,2017-04-22 15:18:11,0,855802920956243969,855802920956243968,,,,,,False,en,,,,7277,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @foxandfriends: Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/…",False,,,foxandfriends,FOX & friends,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,"Chicago approves new plan to hide illegal immigrants from the feds, plus give them access to city services https://t.co/RziZn1NHO8",8.553785843906478e+17,,,,,
345,2017-04-22 03:38:00,54761,855626715707650048,855626715707650048,,,,,,False,en,0.0,,,10418,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","After 5 SB victories since 2002, it was my honor to give Bob Kraft, Coach Belichick, and the players their first to… https://t.co/UZPKjqoGZY",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
346,2017-04-22 00:43:21,43004,855582764418162690,855582764418162688,,,,,,False,en,0.0,,,9857,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","'Presidential Executive Order on Identifying and Reducing Tax Regulatory Burdens' 
Executive Order:… https://t.co/dpE6hDzlAt",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
347,2017-04-22 00:19:58,0,855576880048738304,855576880048738304,,,,,,False,en,,,,4937,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Scavino45: .@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, &amp; Dina Powell in the Oval Office today w/ Aya &amp; her brother Basel.
#W…",False,,,Scavino45,Dan Scavino Jr.,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,".@POTUS @realDonaldTrump, @IvankaTrump, Jared Kushner, &amp; Dina Powell in the Oval Office today w/ Aya &amp; her brother… https://t.co/78hQjH3dmk",8.555683702169559e+17,,,,,
348,2017-04-21 20:22:14,76555,855517053238870019,855517053238870016,,,,,,False,en,0.0,,,19609,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WELCOME HOME, AYA!
#GodBlessTheUSA🇺🇸 https://t.co/CR4I8dvunc",False,,GodBlessTheUSA,,,http://pbs.twimg.com/ext_tw_video_thumb/855516165577297923/pu/img/uzvecakMMlKPhrOr.jpg,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
349,2017-04-21 13:04:19,66667,855406847200768000,855406847200768000,,,,,,False,en,,,,14467,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","China is very much the economic lifeline to North Korea so, while nothing is easy, if they want to solve the North Korean problem, they will",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
350,2017-04-21 10:50:33,73892,855373184861962240,855373184861962240,,,,,,False,en,,,,14827,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","No matter how much I accomplish during the ridiculous standard of the first 100 days, &amp; it has been a lot (including S.C.), media will kill!",False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
351,2017-04-21 10:32:01,75838,855368516920332289,855368516920332288,,,,,,False,en,,,,18900,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Another terrorist attack in Paris. The people of France will not take much more of this. Will have a big effect on presidential election!,False,,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
352,2017-04-21 10:11:27,0,855363343607103489,855363343607103488,,,,,,False,en,,,,8602,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @foxandfriends: NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via @FoxFriendsFirst) h…,False,,,foxandfriends,FOX & friends,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,NYT editor apologizes for misleading tweet about New England Patriots' visit to the White House (via… https://t.co/Re57yLE3cA,8.553609909630525e+17,,,,,
353,2017-04-20 21:35:05,37341,855172998747348998,855172998747348992,,,,,,False,en,0.0,,,7010,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",A great honor to host PM Paolo Gentiloni of Italy at the White House this afternoon! #ICYMI- Joint Press Conference… https://t.co/lJAvEZJV1F,True,twitter.com/i/web/status/8…,ICYMI,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
354,2017-04-20 19:33:46,52692,855142466034556928,855142466034556928,,,,,,False,en,0.0,,,11713,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","We're going to use American steel, we're going to use American labor, we are going to come first in all deals. ➡️… https://t.co/QYjWx9K4YY",True,twitter.com/i/web/status/8…,,,,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
355,2017-04-20 13:48:14,82232,855055509455593472,855055509455593472,,,,,,False,en,,,,19302,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Failing @nytimes, which has been calling me wrong for two years, just got caught in a big lie concerning New England Patriots visit to W.H.",False,,,nytimes,The New York Times,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
356,2017-04-20 01:34:10,49338,854870777287634944,854870777287634944,,,,,,False,en,0.0,,,9748,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",A great honor to host the @SuperBowl Champion New England @Patriots at the White House today. Congratulations!… https://t.co/tQ5XEPaIxn,True,twitter.com/i/web/status/8…,,SuperBowl,Super Bowl,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
357,2017-04-19 20:26:45,48430,854793411110588418,854793411110588416,,,,,,False,en,0.0,,,10619,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Today I signed the Veterans (OUR HEROES) Choice Program Extension &amp; Improvement Act @ the @WhiteHouse. #S544 
Watch… https://t.co/0sMv4sPrmf",True,twitter.com/i/web/status/8…,S544,WhiteHouse,The White House,,45th President of the United States of America,28998953,69148,"Washington, DC",Donald J. Trump,realDonaldTrump,34888,,,,,,,
